id,name,firstname,lastname,age,birth,nationality,height,weight,injured,photo,team,league,games,substitutes,shots,goals,passes,tackles,duels,dribbles,fouls,cards,penalty
276,Neymar,,,31,"{'date': None, 'place': None, 'country': None}",,,,False,https://media-4.api-sports.io/football/players/276.png,"{'id': 85, 'name': 'Paris Saint Germain', 'logo': 'https://media-4.api-sports.io/football/teams/85.png'}","{'id': 61, 'name': 'Ligue 1', 'country': 'France', 'logo': 'https://media-4.api-sports.io/football/leagues/61.png', 'flag': 'https://media-4.api-sports.io/flags/fr.svg', 'season': 2020}","{'appearences': 18, 'lineups': 15, 'minutes': 1416, 'number': None, 'position': 'Attacker', 'rating': '7.455555', 'captain': False}","{'in': 3, 'out': 2, 'bench': 3}","{'total': 53, 'on': 21}","{'total': 9, 'conceded': 0, 'assists': 5, 'saves': None}","{'total': 916, 'key': 61, 'accuracy': 40}","{'total': 14, 'blocks': None, 'interceptions': 9}","{'total': 362, 'won': 173}","{'attempts': 155, 'success': 87, 'past': None}","{'drawn': 67, 'committed': 33}","{'yellow': 6, 'yellowred': 1, 'red': 1}","{'won': None, 'commited': None, 'scored': 5, 'missed': 1, 'saved': None}"
